case_id,text,district_id,crime_subhead_id,date,case_status_id
8098,"Case 8098 (Crime No: 100060029202409765): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-03-24. District ID 6, Police Station ID 29. Case status ID: 1. Gravity ID: 1.",6,11,2024-03-24,1
8099,"Case 8099 (Crime No: 100070032202605681): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2026-04-19. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 1.",7,13,2026-04-19,1
8100,"Case 8100 (Crime No: 100020005202510132): House Burglary reported near Mysuru PS-1 jurisdiction. Registered on 2025-01-28. District ID 2, Police Station ID 5. Case status ID: 4. Gravity ID: 2.",2,4,2025-01-28,4
8101,"Case 8101 (Crime No: 100030014202508025): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2025-08-07. District ID 3, Police Station ID 14. Case status ID: 3. Gravity ID: 2.",3,5,2025-08-07,3
8102,"Case 8102 (Crime No: 100010004202409790): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2024-09-27. District ID 1, Police Station ID 4. Case status ID: 3. Gravity ID: 1.",1,6,2024-09-27,3
8103,"Case 8103 (Crime No: 100100047202415023): Dowry Harassment reported near Davanagere PS-2 jurisdiction. Registered on 2024-12-03. District ID 10, Police Station ID 47. Case status ID: 4. Gravity ID: 1.",10,8,2024-12-03,4
8104,"Case 8104 (Crime No: 100100050202510055): Online Financial Fraud reported near Davanagere PS-5 jurisdiction. Registered on 2025-09-25. District ID 10, Police Station ID 50. Case status ID: 1. Gravity ID: 1.",10,9,2025-09-25,1
8105,"Case 8105 (Crime No: 100080040202410153): Drug Peddling reported near Tumakuru PS-6 jurisdiction. Registered on 2024-04-13. District ID 8, Police Station ID 40. Case status ID: 2. Gravity ID: 2.",8,11,2024-04-13,2
8106,"Case 8106 (Crime No: 100010001202613254): Public Nuisance reported near Bengaluru PS-1 jurisdiction. Registered on 2026-01-18. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,14,2026-01-18,1
8107,"Case 8107 (Crime No: 100020008202611670): Public Nuisance reported near Mysuru PS-4 jurisdiction. Registered on 2026-06-17. District ID 2, Police Station ID 8. Case status ID: 4. Gravity ID: 1.",2,14,2026-06-17,4
8108,"Case 8108 (Crime No: 100020008202417840): Public Nuisance reported near Mysuru PS-4 jurisdiction. Registered on 2024-06-27. District ID 2, Police Station ID 8. Case status ID: 2. Gravity ID: 1.",2,14,2024-06-27,2
8109,"Case 8109 (Crime No: 100020005202409926): Phishing / Identity Theft reported near Mysuru PS-1 jurisdiction. Registered on 2024-09-26. District ID 2, Police Station ID 5. Case status ID: 4. Gravity ID: 2.",2,10,2024-09-26,4
8110,"Case 8110 (Crime No: 100010004202600439): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2026-01-02. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,6,2026-01-02,1
8111,"Case 8111 (Crime No: 100100048202411706): Rioting reported near Davanagere PS-3 jurisdiction. Registered on 2024-10-07. District ID 10, Police Station ID 48. Case status ID: 3. Gravity ID: 1.",10,13,2024-10-07,3
8112,"Case 8112 (Crime No: 100060029202410316): Drug Possession reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-07-08. District ID 6, Police Station ID 29. Case status ID: 2. Gravity ID: 1.",6,12,2024-07-08,2
8113,"Case 8113 (Crime No: 100010001202509448): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-10-26. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,6,2025-10-26,2
8114,"Case 8114 (Crime No: 100050021202510526): Grievous Hurt reported near Hubballi-Dharwad PS-3 jurisdiction. Registered on 2025-07-21. District ID 5, Police Station ID 21. Case status ID: 1. Gravity ID: 1.",5,2,2025-07-21,1
8115,"Case 8115 (Crime No: 100050019202515977): Rioting reported near Hubballi-Dharwad PS-1 jurisdiction. Registered on 2025-08-13. District ID 5, Police Station ID 19. Case status ID: 4. Gravity ID: 1.",5,13,2025-08-13,4
8116,"Case 8116 (Crime No: 100070033202600248): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2026-04-28. District ID 7, Police Station ID 33. Case status ID: 3. Gravity ID: 2.",7,13,2026-04-28,3
8117,"Case 8117 (Crime No: 100010002202402735): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2024-01-20. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,6,2024-01-20,1
8118,"Case 8118 (Crime No: 100030014202406167): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2024-09-01. District ID 3, Police Station ID 14. Case status ID: 2. Gravity ID: 2.",3,5,2024-09-01,2
8119,"Case 8119 (Crime No: 100020008202511264): Drug Possession reported near Mysuru PS-4 jurisdiction. Registered on 2025-05-04. District ID 2, Police Station ID 8. Case status ID: 2. Gravity ID: 1.",2,12,2025-05-04,2
8120,"Case 8120 (Crime No: 100070032202616498): Online Financial Fraud reported near Ballari PS-3 jurisdiction. Registered on 2026-01-04. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 1.",7,9,2026-01-04,1
8121,"Case 8121 (Crime No: 100100050202516889): Assault on Woman reported near Davanagere PS-5 jurisdiction. Registered on 2025-01-07. District ID 10, Police Station ID 50. Case status ID: 1. Gravity ID: 1.",10,7,2025-01-07,1
8122,"Case 8122 (Crime No: 100050020202412015): Grievous Hurt reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2024-10-12. District ID 5, Police Station ID 20. Case status ID: 2. Gravity ID: 1.",5,2,2024-10-12,2
8123,"Case 8123 (Crime No: 100090044202511106): Public Nuisance reported near Shivamogga PS-4 jurisdiction. Registered on 2025-06-02. District ID 9, Police Station ID 44. Case status ID: 3. Gravity ID: 1.",9,14,2025-06-02,3
8124,"Case 8124 (Crime No: 100060025202400080): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2024-06-17. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 1.",6,11,2024-06-17,1
8125,"Case 8125 (Crime No: 100080037202413784): Public Nuisance reported near Tumakuru PS-3 jurisdiction. Registered on 2024-02-14. District ID 8, Police Station ID 37. Case status ID: 2. Gravity ID: 2.",8,14,2024-02-14,2
8126,"Case 8126 (Crime No: 100030012202608714): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2026-05-10. District ID 3, Police Station ID 12. Case status ID: 2. Gravity ID: 2.",3,5,2026-05-10,2
8127,"Case 8127 (Crime No: 100060025202409856): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2024-11-08. District ID 6, Police Station ID 25. Case status ID: 2. Gravity ID: 2.",6,11,2024-11-08,2
8128,"Case 8128 (Crime No: 100010001202411260): Attempt to Murder reported near Bengaluru PS-1 jurisdiction. Registered on 2024-09-17. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,3,2024-09-17,3
8129,"Case 8129 (Crime No: 100010002202405994): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-12-15. District ID 1, Police Station ID 2. Case status ID: 3. Gravity ID: 2.",1,9,2024-12-15,3
8130,"Case 8130 (Crime No: 100030011202402195): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2024-04-10. District ID 3, Police Station ID 11. Case status ID: 1. Gravity ID: 2.",3,5,2024-04-10,1
8131,"Case 8131 (Crime No: 100010002202403476): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2024-01-19. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 1.",1,6,2024-01-19,2
8132,"Case 8132 (Crime No: 100100051202517857): Grievous Hurt reported near Davanagere PS-6 jurisdiction. Registered on 2025-01-28. District ID 10, Police Station ID 51. Case status ID: 1. Gravity ID: 1.",10,2,2025-01-28,1
8133,"Case 8133 (Crime No: 100070032202506821): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2025-05-15. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 1.",7,13,2025-05-15,1
8134,"Case 8134 (Crime No: 100080038202415375): Rioting reported near Tumakuru PS-4 jurisdiction. Registered on 2024-07-23. District ID 8, Police Station ID 38. Case status ID: 1. Gravity ID: 1.",8,13,2024-07-23,1
8135,"Case 8135 (Crime No: 100090042202516189): Public Nuisance reported near Shivamogga PS-2 jurisdiction. Registered on 2025-06-15. District ID 9, Police Station ID 42. Case status ID: 4. Gravity ID: 2.",9,14,2025-06-15,4
8136,"Case 8136 (Crime No: 100070032202505394): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2025-12-06. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 2.",7,13,2025-12-06,1
8137,"Case 8137 (Crime No: 100010001202401108): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2024-06-15. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2024-06-15,1
8138,"Case 8138 (Crime No: 100010001202404434): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2024-03-13. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,9,2024-03-13,2
8139,"Case 8139 (Crime No: 100040015202516913): Chain Snatching reported near Belagavi PS-1 jurisdiction. Registered on 2025-03-11. District ID 4, Police Station ID 15. Case status ID: 4. Gravity ID: 2.",4,6,2025-03-11,4
8140,"Case 8140 (Crime No: 100010002202507351): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2025-07-27. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,6,2025-07-27,2
8141,"Case 8141 (Crime No: 100020005202502207): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2025-08-23. District ID 2, Police Station ID 5. Case status ID: 4. Gravity ID: 1.",2,8,2025-08-23,4
8142,"Case 8142 (Crime No: 100050020202415846): Dowry Harassment reported near Hubballi-Dharwad PS-2 jurisdiction. Registered on 2024-03-18. District ID 5, Police Station ID 20. Case status ID: 3. Gravity ID: 1.",5,8,2024-03-18,3
8143,"Case 8143 (Crime No: 100070032202617751): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2026-06-09. District ID 7, Police Station ID 32. Case status ID: 2. Gravity ID: 2.",7,13,2026-06-09,2
8144,"Case 8144 (Crime No: 100010003202607433): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2026-03-16. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,6,2026-03-16,1
8145,"Case 8145 (Crime No: 100090043202411289): Drug Peddling reported near Shivamogga PS-3 jurisdiction. Registered on 2024-12-01. District ID 9, Police Station ID 43. Case status ID: 2. Gravity ID: 1.",9,11,2024-12-01,2
8146,"Case 8146 (Crime No: 100020008202404925): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2024-12-03. District ID 2, Police Station ID 8. Case status ID: 3. Gravity ID: 1.",2,8,2024-12-03,3
8147,"Case 8147 (Crime No: 100080040202515321): Dowry Harassment reported near Tumakuru PS-6 jurisdiction. Registered on 2025-12-28. District ID 8, Police Station ID 40. Case status ID: 2. Gravity ID: 1.",8,8,2025-12-28,2
8148,"Case 8148 (Crime No: 100030014202400714): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2024-05-12. District ID 3, Police Station ID 14. Case status ID: 4. Gravity ID: 1.",3,5,2024-05-12,4
8149,"Case 8149 (Crime No: 100070033202511245): Assault on Woman reported near Ballari PS-4 jurisdiction. Registered on 2025-03-05. District ID 7, Police Station ID 33. Case status ID: 4. Gravity ID: 1.",7,7,2025-03-05,4
8150,"Case 8150 (Crime No: 100090041202514871): Vehicle Theft reported near Shivamogga PS-1 jurisdiction. Registered on 2025-10-14. District ID 9, Police Station ID 41. Case status ID: 1. Gravity ID: 1.",9,5,2025-10-14,1
8151,"Case 8151 (Crime No: 100070033202402640): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2024-09-05. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 2.",7,13,2024-09-05,1
8152,"Case 8152 (Crime No: 100060027202510309): Assault on Woman reported near Kalaburagi PS-4 jurisdiction. Registered on 2025-07-25. District ID 6, Police Station ID 27. Case status ID: 3. Gravity ID: 1.",6,7,2025-07-25,3
8153,"Case 8153 (Crime No: 100070030202417380): Online Financial Fraud reported near Ballari PS-1 jurisdiction. Registered on 2024-06-03. District ID 7, Police Station ID 30. Case status ID: 1. Gravity ID: 2.",7,9,2024-06-03,1
8154,"Case 8154 (Crime No: 100020007202512598): Grievous Hurt reported near Mysuru PS-3 jurisdiction. Registered on 2025-03-08. District ID 2, Police Station ID 7. Case status ID: 1. Gravity ID: 1.",2,2,2025-03-08,1
8155,"Case 8155 (Crime No: 100010004202400956): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-06-05. District ID 1, Police Station ID 4. Case status ID: 3. Gravity ID: 1.",1,9,2024-06-05,3
8156,"Case 8156 (Crime No: 100010001202506528): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-02-14. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,6,2025-02-14,2
8157,"Case 8157 (Crime No: 100030014202511877): Chain Snatching reported near Mangaluru PS-6 jurisdiction. Registered on 2025-05-24. District ID 3, Police Station ID 14. Case status ID: 2. Gravity ID: 2.",3,6,2025-05-24,2
8158,"Case 8158 (Crime No: 100080040202511640): Assault on Woman reported near Tumakuru PS-6 jurisdiction. Registered on 2025-05-21. District ID 8, Police Station ID 40. Case status ID: 3. Gravity ID: 1.",8,7,2025-05-21,3
8159,"Case 8159 (Crime No: 100070032202516363): Chain Snatching reported near Ballari PS-3 jurisdiction. Registered on 2025-09-12. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 2.",7,6,2025-09-12,1
8160,"Case 8160 (Crime No: 100080038202613219): Online Financial Fraud reported near Tumakuru PS-4 jurisdiction. Registered on 2026-01-14. District ID 8, Police Station ID 38. Case status ID: 1. Gravity ID: 1.",8,9,2026-01-14,1
8161,"Case 8161 (Crime No: 100060027202411539): Online Financial Fraud reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-02-13. District ID 6, Police Station ID 27. Case status ID: 1. Gravity ID: 2.",6,9,2024-02-13,1
8162,"Case 8162 (Crime No: 100070032202503988): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2025-02-18. District ID 7, Police Station ID 32. Case status ID: 3. Gravity ID: 2.",7,13,2025-02-18,3
8163,"Case 8163 (Crime No: 100060029202509511): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2025-07-03. District ID 6, Police Station ID 29. Case status ID: 2. Gravity ID: 2.",6,11,2025-07-03,2
8164,"Case 8164 (Crime No: 100030012202504255): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2025-12-21. District ID 3, Police Station ID 12. Case status ID: 4. Gravity ID: 2.",3,5,2025-12-21,4
8165,"Case 8165 (Crime No: 100010001202606444): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-06-17. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,6,2026-06-17,2
8166,"Case 8166 (Crime No: 100070033202514725): House Burglary reported near Ballari PS-4 jurisdiction. Registered on 2025-08-16. District ID 7, Police Station ID 33. Case status ID: 1. Gravity ID: 2.",7,4,2025-08-16,1
8167,"Case 8167 (Crime No: 100030010202408960): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2024-03-18. District ID 3, Police Station ID 10. Case status ID: 1. Gravity ID: 1.",3,5,2024-03-18,1
8168,"Case 8168 (Crime No: 100010003202407412): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-06-24. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 2.",1,6,2024-06-24,3
8169,"Case 8169 (Crime No: 100030012202406018): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2024-05-30. District ID 3, Police Station ID 12. Case status ID: 1. Gravity ID: 1.",3,5,2024-05-30,1
8170,"Case 8170 (Crime No: 100030013202600227): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2026-04-27. District ID 3, Police Station ID 13. Case status ID: 3. Gravity ID: 1.",3,5,2026-04-27,3
8171,"Case 8171 (Crime No: 100090044202413328): Chain Snatching reported near Shivamogga PS-4 jurisdiction. Registered on 2024-11-01. District ID 9, Police Station ID 44. Case status ID: 3. Gravity ID: 1.",9,6,2024-11-01,3
8172,"Case 8172 (Crime No: 100030010202416461): Chain Snatching reported near Mangaluru PS-2 jurisdiction. Registered on 2024-06-28. District ID 3, Police Station ID 10. Case status ID: 1. Gravity ID: 2.",3,6,2024-06-28,1
8173,"Case 8173 (Crime No: 100020008202610003): Vehicle Theft reported near Mysuru PS-4 jurisdiction. Registered on 2026-01-15. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,5,2026-01-15,1
8174,"Case 8174 (Crime No: 100060028202508859): Drug Peddling reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-07-28. District ID 6, Police Station ID 28. Case status ID: 3. Gravity ID: 2.",6,11,2025-07-28,3
8175,"Case 8175 (Crime No: 100010002202406427): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2024-03-30. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,6,2024-03-30,1
8176,"Case 8176 (Crime No: 100020005202504779): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2025-02-12. District ID 2, Police Station ID 5. Case status ID: 4. Gravity ID: 1.",2,8,2025-02-12,4
8177,"Case 8177 (Crime No: 100040017202515097): Chain Snatching reported near Belagavi PS-3 jurisdiction. Registered on 2025-03-23. District ID 4, Police Station ID 17. Case status ID: 3. Gravity ID: 1.",4,6,2025-03-23,3
8178,"Case 8178 (Crime No: 100060026202517896): Assault on Woman reported near Kalaburagi PS-3 jurisdiction. Registered on 2025-02-20. District ID 6, Police Station ID 26. Case status ID: 2. Gravity ID: 1.",6,7,2025-02-20,2
8179,"Case 8179 (Crime No: 100080038202511842): Dowry Harassment reported near Tumakuru PS-4 jurisdiction. Registered on 2025-07-03. District ID 8, Police Station ID 38. Case status ID: 2. Gravity ID: 1.",8,8,2025-07-03,2
8180,"Case 8180 (Crime No: 100080036202412404): Drug Peddling reported near Tumakuru PS-2 jurisdiction. Registered on 2024-11-20. District ID 8, Police Station ID 36. Case status ID: 2. Gravity ID: 1.",8,11,2024-11-20,2
8181,"Case 8181 (Crime No: 100020007202416128): Murder reported near Mysuru PS-3 jurisdiction. Registered on 2024-10-19. District ID 2, Police Station ID 7. Case status ID: 3. Gravity ID: 1.",2,1,2024-10-19,3
8182,"Case 8182 (Crime No: 100010002202614100): Drug Possession reported near Bengaluru PS-2 jurisdiction. Registered on 2026-01-06. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,12,2026-01-06,2
8183,"Case 8183 (Crime No: 100010001202502366): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-09-23. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 1.",1,6,2025-09-23,1
8184,"Case 8184 (Crime No: 100010002202411222): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2024-05-01. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 1.",1,9,2024-05-01,2
8185,"Case 8185 (Crime No: 100020008202505930): Dowry Harassment reported near Mysuru PS-4 jurisdiction. Registered on 2025-01-20. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,8,2025-01-20,1
8186,"Case 8186 (Crime No: 100050023202410865): Grievous Hurt reported near Hubballi-Dharwad PS-5 jurisdiction. Registered on 2024-04-21. District ID 5, Police Station ID 23. Case status ID: 2. Gravity ID: 1.",5,2,2024-04-21,2
8187,"Case 8187 (Crime No: 100010001202412285): Grievous Hurt reported near Bengaluru PS-1 jurisdiction. Registered on 2024-12-26. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,2,2024-12-26,3
8188,"Case 8188 (Crime No: 100020005202511675): Grievous Hurt reported near Mysuru PS-1 jurisdiction. Registered on 2025-09-01. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,2,2025-09-01,1
8189,"Case 8189 (Crime No: 100010003202511028): Attempt to Murder reported near Bengaluru PS-3 jurisdiction. Registered on 2025-07-10. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 1.",1,3,2025-07-10,3
8190,"Case 8190 (Crime No: 100060024202609560): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2026-05-09. District ID 6, Police Station ID 24. Case status ID: 4. Gravity ID: 2.",6,11,2026-05-09,4
8191,"Case 8191 (Crime No: 100020006202504452): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2025-05-02. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2025-05-02,1
8192,"Case 8192 (Crime No: 100020006202407474): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2024-11-12. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2024-11-12,1
8193,"Case 8193 (Crime No: 100100051202410490): Drug Peddling reported near Davanagere PS-6 jurisdiction. Registered on 2024-09-10. District ID 10, Police Station ID 51. Case status ID: 2. Gravity ID: 2.",10,11,2024-09-10,2
8194,"Case 8194 (Crime No: 100010002202508715): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2025-03-01. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,6,2025-03-01,2
8195,"Case 8195 (Crime No: 100060027202607284): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2026-05-31. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 2.",6,11,2026-05-31,2
8196,"Case 8196 (Crime No: 100030013202506365): Vehicle Theft reported near Mangaluru PS-5 jurisdiction. Registered on 2025-07-27. District ID 3, Police Station ID 13. Case status ID: 2. Gravity ID: 2.",3,5,2025-07-27,2
8197,"Case 8197 (Crime No: 100070032202405415): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2024-05-30. District ID 7, Police Station ID 32. Case status ID: 2. Gravity ID: 2.",7,13,2024-05-30,2
8198,"Case 8198 (Crime No: 100080039202417659): Attempt to Murder reported near Tumakuru PS-5 jurisdiction. Registered on 2024-09-24. District ID 8, Police Station ID 39. Case status ID: 3. Gravity ID: 1.",8,3,2024-09-24,3
8199,"Case 8199 (Crime No: 100010003202502298): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-12-12. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,9,2025-12-12,1
8200,"Case 8200 (Crime No: 100010001202606412): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2026-04-27. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,9,2026-04-27,1
8201,"Case 8201 (Crime No: 100060024202416866): Assault on Woman reported near Kalaburagi PS-1 jurisdiction. Registered on 2024-01-07. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 1.",6,7,2024-01-07,2
8202,"Case 8202 (Crime No: 100060024202409033): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2024-07-01. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 1.",6,11,2024-07-01,2
8203,"Case 8203 (Crime No: 100060027202507007): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2025-11-02. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 1.",6,11,2025-11-02,2
8204,"Case 8204 (Crime No: 100040015202511720): Assault on Woman reported near Belagavi PS-1 jurisdiction. Registered on 2025-09-17. District ID 4, Police Station ID 15. Case status ID: 4. Gravity ID: 1.",4,7,2025-09-17,4
8205,"Case 8205 (Crime No: 100010003202502815): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2025-06-15. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 2.",1,6,2025-06-15,2
8206,"Case 8206 (Crime No: 100010003202401048): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-10-08. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 2.",1,6,2024-10-08,1
8207,"Case 8207 (Crime No: 100040017202413958): Attempt to Murder reported near Belagavi PS-3 jurisdiction. Registered on 2024-08-12. District ID 4, Police Station ID 17. Case status ID: 4. Gravity ID: 1.",4,3,2024-08-12,4
8208,"Case 8208 (Crime No: 100010001202600497): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-03-20. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,6,2026-03-20,1
8209,"Case 8209 (Crime No: 100010001202604646): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2026-02-15. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,9,2026-02-15,1
8210,"Case 8210 (Crime No: 100010001202503971): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-03-13. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,6,2025-03-13,3
8211,"Case 8211 (Crime No: 100010002202616371): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2026-01-03. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,9,2026-01-03,1
8212,"Case 8212 (Crime No: 100020005202406137): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-04-27. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2024-04-27,1
8213,"Case 8213 (Crime No: 100090044202516531): Vehicle Theft reported near Shivamogga PS-4 jurisdiction. Registered on 2025-01-01. District ID 9, Police Station ID 44. Case status ID: 3. Gravity ID: 2.",9,5,2025-01-01,3
8214,"Case 8214 (Crime No: 100100050202415231): Assault on Woman reported near Davanagere PS-5 jurisdiction. Registered on 2024-01-05. District ID 10, Police Station ID 50. Case status ID: 1. Gravity ID: 1.",10,7,2024-01-05,1
8215,"Case 8215 (Crime No: 100070032202616696): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2026-01-23. District ID 7, Police Station ID 32. Case status ID: 2. Gravity ID: 1.",7,13,2026-01-23,2
8216,"Case 8216 (Crime No: 100010003202404472): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2024-03-30. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 2.",1,9,2024-03-30,3
8217,"Case 8217 (Crime No: 100040017202416578): Rioting reported near Belagavi PS-3 jurisdiction. Registered on 2024-07-24. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 1.",4,13,2024-07-24,1
8218,"Case 8218 (Crime No: 100010001202604851): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-02-04. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 2.",1,6,2026-02-04,3
8219,"Case 8219 (Crime No: 100040017202516339): Vehicle Theft reported near Belagavi PS-3 jurisdiction. Registered on 2025-01-14. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 2.",4,5,2025-01-14,1
8220,"Case 8220 (Crime No: 100060029202501736): Drug Peddling reported near Kalaburagi PS-6 jurisdiction. Registered on 2025-09-05. District ID 6, Police Station ID 29. Case status ID: 1. Gravity ID: 1.",6,11,2025-09-05,1
8221,"Case 8221 (Crime No: 100060027202410789): Online Financial Fraud reported near Kalaburagi PS-4 jurisdiction. Registered on 2024-05-17. District ID 6, Police Station ID 27. Case status ID: 4. Gravity ID: 2.",6,9,2024-05-17,4
